1.374856472015380859e+00,-2.067514419555664062e+00
1.374923467636108398e+00,-2.067585945129394531e+00
1.376204609870910645e+00,-2.065955877304077148e+00
1.382132768630981445e+00,-2.052503347396850586e+00
1.389636516571044922e+00,-2.035190582275390625e+00
1.398065567016601562e+00,-2.019104719161987305e+00
1.404070258140563965e+00,-2.003385543823242188e+00
1.411499857902526855e+00,-1.987920522689819336e+00
1.418255805969238281e+00,-1.972689390182495117e+00
1.423643946647644043e+00,-1.959684491157531738e+00
1.431814789772033691e+00,-1.941191792488098145e+00
1.438465118408203125e+00,-1.926868796348571777e+00
1.446098923683166504e+00,-1.909951210021972656e+00
1.451798558235168457e+00,-1.896968007087707520e+00
1.459953069686889648e+00,-1.880091547966003418e+00
1.467080354690551758e+00,-1.862997293472290039e+00
1.473559975624084473e+00,-1.847753286361694336e+00
1.479631066322326660e+00,-1.834711670875549316e+00
1.489295363426208496e+00,-1.813592076301574707e+00
1.494488716125488281e+00,-1.800562500953674316e+00
1.502153396606445312e+00,-1.784781813621520996e+00
1.509498596191406250e+00,-1.767608046531677246e+00
1.514918804168701172e+00,-1.754658579826354980e+00
1.521151185035705566e+00,-1.741230368614196777e+00
1.529803395271301270e+00,-1.720497250556945801e+00
1.535663247108459473e+00,-1.710315585136413574e+00
1.542683482170104980e+00,-1.691519379615783691e+00
1.548816800117492676e+00,-1.679141163825988770e+00
1.557517647743225098e+00,-1.660971045494079590e+00
1.564445376396179199e+00,-1.642320513725280762e+00
1.570513844490051270e+00,-1.629547595977783203e+00
1.577106833457946777e+00,-1.614136695861816406e+00
1.583673477172851562e+00,-1.598033547401428223e+00
1.589777469635009766e+00,-1.582413673400878906e+00
1.597180128097534180e+00,-1.566895723342895508e+00
1.604051589965820312e+00,-1.551015019416809082e+00
1.609707951545715332e+00,-1.538119316101074219e+00
1.618092179298400879e+00,-1.518059372901916504e+00
1.623437404632568359e+00,-1.506870627403259277e+00
1.629863619804382324e+00,-1.491363167762756348e+00
1.637680053710937500e+00,-1.475930333137512207e+00
1.645218491554260254e+00,-1.459388971328735352e+00
1.651250243186950684e+00,-1.446316957473754883e+00
1.657736420631408691e+00,-1.431327581405639648e+00
1.663068532943725586e+00,-1.419458508491516113e+00
1.663486361503601074e+00,-1.419457197189331055e+00
1.671545624732971191e+00,-1.404689669609069824e+00
1.678517818450927734e+00,-1.393996715545654297e+00
1.685908913612365723e+00,-1.383231997489929199e+00
1.695067524909973145e+00,-1.370896100997924805e+00
1.704552173614501953e+00,-1.360605478286743164e+00
1.711738467216491699e+00,-1.349653005599975586e+00
1.722214460372924805e+00,-1.340626597404479980e+00
1.733590126037597656e+00,-1.331462502479553223e+00
1.748832821846008301e+00,-1.322310209274291992e+00
1.761086225509643555e+00,-1.313064336776733398e+00
1.772868871688842773e+00,-1.306868672370910645e+00
1.779262781143188477e+00,-1.302457809448242188e+00
1.796483874320983887e+00,-1.292537331581115723e+00
1.812094330787658691e+00,-1.285021424293518066e+00
1.823343753814697266e+00,-1.279507040977478027e+00
1.836375713348388672e+00,-1.273256540298461914e+00
1.855783581733703613e+00,-1.262158274650573730e+00
1.869304418563842773e+00,-1.256411552429199219e+00
1.883383750915527344e+00,-1.248295307159423828e+00
1.898066520690917969e+00,-1.241282701492309570e+00
1.913167357444763184e+00,-1.232428789138793945e+00
1.930734276771545410e+00,-1.223598599433898926e+00
1.945663452148437500e+00,-1.217231035232543945e+00
1.964552044868469238e+00,-1.210033059120178223e+00
1.979987859725952148e+00,-1.201982378959655762e+00
1.989330649375915527e+00,-1.198604345321655273e+00
2.007146596908569336e+00,-1.190453410148620605e+00
2.007146596908569336e+00,-1.190453410148620605e+00
2.007146596908569336e+00,-1.190453410148620605e+00
2.007146596908569336e+00,-1.190453410148620605e+00
2.007146596908569336e+00,-1.190453410148620605e+00
2.082442522048950195e+00,-1.153099060058593750e+00
2.097179412841796875e+00,-1.147608041763305664e+00
2.112169504165649414e+00,-1.138970971107482910e+00
2.126658678054809570e+00,-1.131956577301025391e+00
2.143109560012817383e+00,-1.122476577758789062e+00
2.153606891632080078e+00,-1.114982843399047852e+00
2.166690349578857422e+00,-1.108174800872802734e+00
2.174008369445800781e+00,-1.105041980743408203e+00
2.174008369445800781e+00,-1.105041980743408203e+00
2.218256711959838867e+00,-1.086605548858642578e+00
2.235576868057250977e+00,-1.078728318214416504e+00
2.246564388275146484e+00,-1.074145555496215820e+00
2.262639045715332031e+00,-1.064847350120544434e+00
2.280775308609008789e+00,-1.057172060012817383e+00
2.295575380325317383e+00,-1.049815177917480469e+00
2.310972929000854492e+00,-1.041827678680419922e+00
2.326954126358032227e+00,-1.034913301467895508e+00
2.343362331390380859e+00,-1.027200341224670410e+00
2.356792688369750977e+00,-1.020542263984680176e+00
2.367888212203979492e+00,-1.015641331672668457e+00
2.387360572814941406e+00,-1.007222890853881836e+00
2.402135372161865234e+00,-1.000052809715270996e+00
2.418163776397705078e+00,-9.922717213630676270e-01
2.433541059494018555e+00,-9.849642515182495117e-01
2.447419166564941406e+00,-9.779276847839355469e-01
2.463115453720092773e+00,-9.707089662551879883e-01
2.480523824691772461e+00,-9.633443951606750488e-01
2.494507074356079102e+00,-9.562884569168090820e-01
2.509848356246948242e+00,-9.490672349929809570e-01
2.527618408203125000e+00,-9.398678541183471680e-01
2.540676593780517578e+00,-9.339720010757446289e-01
2.558850526809692383e+00,-9.253495335578918457e-01
2.572393178939819336e+00,-9.192959666252136230e-01
2.588320255279541016e+00,-9.116262793540954590e-01
2.602845907211303711e+00,-9.050565361976623535e-01
2.616033554077148438e+00,-8.989974856376647949e-01
2.636918067932128906e+00,-8.894509673118591309e-01
2.648429393768310547e+00,-8.829935193061828613e-01
2.665169477462768555e+00,-8.760997653007507324e-01
2.678132534027099609e+00,-8.701000809669494629e-01
2.697167396545410156e+00,-8.613967299461364746e-01
2.710746049880981445e+00,-8.551378250122070312e-01
2.729090690612792969e+00,-8.464561700820922852e-01
2.741236925125122070e+00,-8.406130075454711914e-01
2.757573366165161133e+00,-8.332968354225158691e-01
2.771646022796630859e+00,-8.263170123100280762e-01
2.787113428115844727e+00,-8.196122646331787109e-01
2.802067995071411133e+00,-8.123852610588073730e-01
2.820299863815307617e+00,-8.039276003837585449e-01
2.833220481872558594e+00,-7.980863451957702637e-01
2.849982976913452148e+00,-7.903678417205810547e-01
2.866061687469482422e+00,-7.812564969062805176e-01
2.882304668426513672e+00,-7.748566269874572754e-01
2.896690368652343750e+00,-7.681431174278259277e-01
2.910472393035888672e+00,-7.618435621261596680e-01
2.930188894271850586e+00,-7.523190379142761230e-01
2.943550586700439453e+00,-7.457681298255920410e-01
2.958054780960083008e+00,-7.398417592048645020e-01
2.975033283233642578e+00,-7.310489416122436523e-01
2.991085767745971680e+00,-7.238659262657165527e-01
3.005055189132690430e+00,-7.170982360839843750e-01
3.020643234252929688e+00,-7.105376720428466797e-01
3.038539648056030273e+00,-7.023297548294067383e-01
3.053844928741455078e+00,-6.952194571495056152e-01
3.066750288009643555e+00,-6.894147396087646484e-01
3.082156896591186523e+00,-6.823765635490417480e-01
