2.910000000000000142e+00,5.033000000000000362e+00,0.000000000000000000e+00
2.950000000000000178e+00,3.233000000000000096e+00,0.000000000000000000e+00
2.520000000000000018e+00,3.233000000000000096e+00,0.000000000000000000e+00
2.540000000000000036e+00,5.033000000000000362e+00,0.000000000000000000e+00
3.740000000000000213e+00,1.133000000000000007e+00,0.000000000000000000e+00
3.407000000000000028e+00,1.133000000000000007e+00,0.000000000000000000e+00
3.246999999999999886e+00,1.032999999999999918e+00,0.000000000000000000e+00
2.959999999999999964e+00,8.729999999999999982e-01,0.000000000000000000e+00
2.850000000000000089e+00,7.530000000000000027e-01,0.000000000000000000e+00
2.790000000000000036e+00,5.729999999999999538e-01,0.000000000000000000e+00
2.589999999999999858e+00,2.429999999999999660e-01,0.000000000000000000e+00
2.620000000000000107e+00,-8.400000000000000522e-02,0.000000000000000000e+00
1.930000000000000160e+00,2.133000000000000007e+00,0.000000000000000000e+00
1.930000000000000160e+00,1.933000000000000052e+00,0.000000000000000000e+00
1.729999999999999982e+00,1.633000000000000007e+00,0.000000000000000000e+00
1.530000000000000027e+00,1.433000000000000052e+00,0.000000000000000000e+00
1.030000000000000249e+00,1.532999999999999918e+00,0.000000000000000000e+00
8.300000000000000711e-01,1.732999999999999874e+00,0.000000000000000000e+00
8.300000000000000711e-01,2.133000000000000007e+00,0.000000000000000000e+00
9.300000000000001599e-01,2.333000000000000185e+00,0.000000000000000000e+00
1.340000000000000080e+00,2.533000000000000362e+00,0.000000000000000000e+00
1.630000000000000115e+00,2.533000000000000362e+00,0.000000000000000000e+00
-3.700000000000001066e-01,3.932999999999999829e+00,0.000000000000000000e+00
-2.700000000000000178e-01,3.733000000000000096e+00,0.000000000000000000e+00
-6.999999999999984013e-02,3.533000000000000362e+00,0.000000000000000000e+00
-6.999999999999984013e-02,3.333000000000000185e+00,0.000000000000000000e+00
-6.999999999999984013e-02,3.033000000000000362e+00,0.000000000000000000e+00
-1.699999999999999289e-01,2.733000000000000096e+00,0.000000000000000000e+00
-3.700000000000001066e-01,2.633000000000000007e+00,0.000000000000000000e+00
-5.699999999999998401e-01,2.533000000000000362e+00,0.000000000000000000e+00
