8.000000000000000000e+00,2.979999999999999982e+00,4.883000000000000007e+00,0.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e+00,2.979999999999999982e+00,4.533000000000000362e+00,0.000000000000000000e+00,3.000000000000000000e+00
7.000000000000000000e+00,2.979999999999999982e+00,4.163000000000000256e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.000000000000000000e+00,2.990000000000000213e+00,3.803000000000000380e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,2.979999999999999982e+00,3.423000000000000043e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.200000000000000000e+01,2.750000000000000000e+00,3.223000000000000309e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.100000000000000000e+01,2.490000000000000213e+00,3.423000000000000043e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,2.500000000000000000e+00,3.783000000000000362e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.900000000000000000e+01,2.500000000000000000e+00,4.142999999999999794e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.400000000000000000e+01,2.490000000000000213e+00,4.503000000000000114e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,2.490000000000000213e+00,4.883000000000000007e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.450000000000000178e+00,9.629999999999998561e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.089999999999999858e+00,9.629999999999998561e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.560000000000000053e+00,4.429999999999999494e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.900000000000000000e+01,2.570000000000000284e+00,8.299999999999999045e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.400000000000000000e+01,1.940000000000000169e+00,2.043000000000000149e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.500000000000000000e+01,1.400000000000000133e+00,1.522999999999999909e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.200000000000000000e+01,8.799999999999998934e-01,2.083000000000000185e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+01,1.420000000000000151e+00,2.592999999999999972e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,-4.100000000000001421e-01,3.903000000000000469e+00,0.000000000000000000e+00,3.000000000000000000e+00
6.000000000000000000e+00,-1.899999999999999467e-01,3.533000000000000362e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.100000000000000000e+01,-1.799999999999997158e-01,3.173000000000000043e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+01,-1.899999999999999467e-01,2.823000000000000398e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.200000000000000000e+01,-3.100000000000000533e-01,2.423000000000000043e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.800000000000000000e+01,2.030000000000000249e+00,-4.699999999999999734e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,1.280000000000000249e+00,-6.970000000000000639e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,4.100000000000001421e-01,-4.639999999999999680e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,-5.600000000000000533e-01,1.913000000000000034e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.300000000000000000e+01,-5.800000000000000711e-01,1.352999999999999980e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.700000000000000000e+01,-5.800000000000000711e-01,8.129999999999999449e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.800000000000000000e+01,-5.699999999999998401e-01,2.429999999999999660e-01,0.000000000000000000e+00,3.000000000000000000e+00
3.500000000000000000e+01,-2.700000000000000178e-01,-4.869999999999999885e-01,0.000000000000000000e+00,0.000000000000000000e+00
